,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility,DICT _ Concern
115,CC(c1cccc2c1cccc2)[NH2+]CCCc1cccc(c1)C(F)(F)F,C22H23F3N+,358.42,26,16,0.27,7,3,1,101.69,16.61,3.92,6.14,5.94,1.94,6.52,4.89,-5.92,0.000427,1.19e-06,Moderately soluble,-6.27,0.000192,5.35e-07,Poorly soluble,-9.13,2.64e-07,7.36e-10,Poorly soluble,1,0,1,1,0,0,0,0,-4.13,0,1,0,1,2,0.55,0,0,2,2.62,most
116,O=C1CCC(C(=O)N1)[NH+]1C(=O)c2c(C1=O)c(N)ccc2,C13H12N3O4+,274.25,20,6,0.23,1,5,3,76.32,110.77,0.93,0.2,-2.5,-2.53,0.3,-0.72,-1.82,4.13,0.0151,Very soluble,-2.08,2.26,0.00822,Soluble,-2.69,0.56,0.00204,Soluble,0,0,0,0,0,0,0,0,-7.83,0,1,0,0,0,0.55,0,2,0,2.39,most
117,OC1C([NH3+])CC(OC1C)OC1=CC(O)(Cc2c1c([O-])c1c(c2[O-])c([O-])c2c(c1[O-])cccc2)C(=O)C,C26H24NO9---,494.47,36,14,0.35,3,9,3,124.77,195.87,2.69,2.33,2.91,-4.27,1.16,0.96,-4.46,0.017,3.44e-05,Moderately soluble,-6.08,0.000409,8.27e-07,Poorly soluble,-3.28,0.257,0.00052,Soluble,0,0,0,0,0,0,0,0,-7.66,0,1,1,1,1,0.11,0,1,1,5.43,most
118,CCc1ccc(nc1)CCOc1ccc(cc1)Cc1sc(=O)[n-]c1[O-],C19H18N2O3S--,354.42,25,17,0.26,7,5,0,96.85,103.38,2.61,3.74,3.38,2.16,5.79,3.54,-4.43,0.013,3.67e-05,Moderately soluble,-5.6,0.000884,2.49e-06,Moderately soluble,-6.99,3.62e-05,1.02e-07,Poorly soluble,1,0,0,1,1,1,0,1,-5.81,0,0,0,0,0,0.56,0,0,2,3.19,most
119,Cc1cccc(c1C)C(c1c[n-]cn1)C,C13H15N2-,199.27,15,11,0.31,2,2,0,61.75,25.78,1.86,3.08,2.81,2.2,4.01,2.79,-3.43,0.0746,0.000374,Soluble,-3.29,0.103,0.000514,Soluble,-4.97,0.00215,1.08e-05,Moderately soluble,1,1,0,0,0,0,0,0,-5.33,0,0,0,0,1,0.85,0,0,1,2.47,most
120,CCO,C2H6O,46.07,3,0,1.0,0,1,1,12.89,20.23,1.1,-0.09,-0.0,-0.23,-0.32,0.09,-0.07,39.3,0.853,Very soluble,0.12,60.4,1.31,Highly soluble,0.13,62.0,1.35,Soluble,0,0,0,0,0,0,0,0,-6.64,0,3,0,0,3,0.55,0,0,1,1.0,most
121,C=CC[NH+]1CC(CC2C1Cc1c[nH]c3c1c2ccc3)C(=O)[NH+](C(=O)NCC)CCC[NH+](C)C,C26H40N5O2+++,454.63,33,9,0.54,11,3,5,140.11,75.28,3.7,3.4,-1.44,-8.34,3.0,0.06,-4.28,0.0241,5.29e-05,Moderately soluble,-4.66,0.00994,2.19e-05,Moderately soluble,-5.71,0.000876,1.93e-06,Moderately soluble,1,0,1,0,0,0,0,0,-6.66,0,3,1,0,0,0.55,0,1,2,4.83,most
122,CCCCC[NH+]=C(NN=Cc1c[nH]c2c1cc(OC)cc2)N,C16H24N5O+,302.39,22,9,0.38,8,2,4,92.15,89.4,1.82,2.6,0.69,1.64,3.44,2.04,-3.13,0.225,0.000745,Soluble,-4.13,0.0226,7.47e-05,Moderately soluble,-5.29,0.00157,5.19e-06,Moderately soluble,1,0,1,1,0,0,0,0,-6.3,0,0,0,0,0,0.55,0,2,1,2.96,most
123,CCCCCCCCCCCCOCCO,C14H30O2,230.39,16,0,1.0,13,2,1,71.66,29.46,3.84,5.11,3.92,3.02,4.37,4.05,-3.63,0.054,0.000235,Soluble,-5.47,0.000776,3.37e-06,Moderately soluble,-4.7,0.00458,1.99e-05,Moderately soluble,1,1,0,1,0,0,1,0,-4.08,0,0,1,0,1,0.55,0,0,3,2.79,most
124,CCC1OC(=O)C(C)C(OC2OC(C)C(C(C2)(C)OC)O)C(C)C(OC2OC(C)CC(C2O)[NH+](C)C)C(CC(C(=O)C(C(C1(C)O)O)C)C)(C)O,C37H68NO13+,734.93,51,0,0.95,7,13,6,190.62,195.11,4.52,3.06,0.37,-4.4,0.7,0.85,-5.86,0.00101,1.37e-06,Moderately soluble,-6.82,0.00011,1.5e-07,Poorly soluble,-2.41,2.85,0.00388,Soluble,0,0,1,0,0,0,0,0,-8.61,3,3,1,1,4,0.17,0,0,1,8.77,most
125,CCCCCCCCCCCCCCCC(=O)OC1CCCn2c1nc(C)c(c2=O)CC[NH+]1CCC(CC1)c1noc2c1ccc(c2)F,C39H58FN4O4+,665.9,48,15,0.69,20,7,1,196.87,91.66,7.45,10.07,7.41,1.27,9.82,7.21,-9.22,3.98e-07,5.97e-10,Poorly soluble,-11.93,7.9e-10,1.19e-12,Insoluble,-11.97,7.17e-10,1.08e-12,Insoluble,0,0,1,0,0,0,0,1,-3.21,1,4,1,1,3,0.55,0,0,3,6.84,most
126,OCC1OC(CC1O)N1CNC2C1NC(Cl)[N-]C2=N,C10H17ClN5O3-,290.73,19,0,0.9,2,8,5,81.64,100.84,1.12,-1.0,-3.03,-0.86,-2.1,-1.17,-0.88,38.3,0.132,Very soluble,-0.63,68.0,0.234,Very soluble,-0.12,222.0,0.764,Soluble,0,0,1,0,0,0,0,0,-8.78,0,1,0,0,0,0.55,0,3,0,4.68,most
127,CCC[NH+]1CC(CSC)CC2C1Cc1c[nH]c3c1c2ccc3,C19H27N2S+,315.5,22,9,0.58,4,0,2,102.63,45.53,3.04,4.17,2.47,-0.09,4.43,2.8,-4.46,0.0109,3.45e-05,Moderately soluble,-4.83,0.00462,1.46e-05,Moderately soluble,-5.67,0.000676,2.14e-06,Moderately soluble,1,1,1,0,1,0,0,0,-5.26,0,0,0,0,0,0.55,0,0,1,3.96,most
128,C=CC(=O)[NH+]1CCCC(C1)N1NC(C2C1NC[N-]C2=N)c1ccc(cc1)Oc1ccccc1,C25H30N6O2,446.54,33,12,0.36,6,8,4,146.35,81.89,3.56,2.48,-0.27,-0.55,1.33,1.31,-4.04,0.0403,9.04e-05,Moderately soluble,-3.84,0.0639,0.000143,Soluble,-5.64,0.00103,2.31e-06,Moderately soluble,1,0,1,0,0,0,0,0,-7.26,0,1,0,0,0,0.55,0,2,1,5.11,most
129,CCCCCCCCCCC(=O)OC1CCC2C1(C)CCC1C2CC=C2C1(C)CCC(=O)C2,C30H48O3,456.7,33,0,0.87,11,3,0,138.36,43.37,5.22,8.2,7.96,5.73,7.65,6.95,-7.11,3.53e-05,7.73e-08,Poorly soluble,-8.97,4.88e-07,1.07e-09,Poorly soluble,-7.65,1.02e-05,2.23e-08,Poorly soluble,0,0,1,0,0,1,0,0,-3.26,1,3,1,1,1,0.55,0,1,3,5.9,most
130,CCCCCCCCCC(=O)OCC[NH+]1CC[NH+](CC1)CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F,C32H46F3N3O2S++,593.79,41,12,0.59,17,5,2,174.19,63.72,6.18,9.01,5.18,-1.67,7.84,5.31,-8.29,3.03e-06,5.1e-09,Poorly soluble,-10.24,3.42e-08,5.77e-11,Insoluble,-10.07,5.07e-08,8.53e-11,Insoluble,1,1,1,0,0,0,0,0,-3.52,1,3,1,0,2,0.55,0,0,3,5.52,most
131,CCCCCCCCCC(=O)OC1(CC[NH+](CC1)CCCC(=O)c1ccc(cc1)F)c1ccc(cc1)Cl,C31H42ClFNO3+,531.12,37,12,0.55,16,4,1,154.64,47.81,5.73,8.95,6.63,1.78,9.0,6.42,-7.96,5.88e-06,1.11e-08,Poorly soluble,-9.84,7.63e-08,1.44e-10,Poorly soluble,-10.79,8.69e-09,1.64e-11,Insoluble,1,0,1,0,1,0,0,0,-3.19,1,4,1,1,2,0.55,0,0,3,4.63,most
132,CCC[NH2+]CC(COc1ccccc1C(=O)CCc1ccccc1)O,C21H28NO3+,342.45,25,12,0.38,11,3,2,101.68,63.14,3.48,3.31,2.22,-1.14,4.55,2.48,-3.68,0.0719,0.00021,Soluble,-4.31,0.0167,4.88e-05,Moderately soluble,-6.91,4.2e-05,1.23e-07,Poorly soluble,1,1,0,0,0,0,0,0,-6.04,0,0,1,0,0,0.55,0,0,1,3.31,most
133,CCCCCCCC(=O)NC(C(c1ccc2c(c1)OCCO2)O)C[NH+]1CCCC1,C23H37N2O4+,405.55,29,6,0.7,12,4,3,119.4,72.23,4.17,3.69,1.31,-1.82,4.4,2.35,-4.04,0.037,9.12e-05,Moderately soluble,-4.9,0.00514,1.27e-05,Moderately soluble,-5.54,0.00118,2.91e-06,Moderately soluble,1,0,1,0,0,0,0,0,-6.15,0,0,1,0,0,0.55,0,0,3,4.27,most
134,OCC1OC(C(C1O)O)N1CNC2C1NC[N-]C2=N,C10H18N5O4-,272.28,19,0,0.9,2,9,6,78.0,121.07,0.63,-2.73,-4.63,-1.93,-3.21,-2.37,0.32,574.0,2.11,Highly soluble,0.74,1490.0,5.49,Highly soluble,1.07,3180.0,11.7,Soluble,0,0,1,0,0,0,0,0,-9.9,1,1,0,0,2,0.55,0,1,0,4.67,most
135,CCCS(=O)(=O)Nc1ccc(c(c1F)C(=O)c1c[nH]c2c1cc(cn2)c1ccc(cc1)Cl)F,C23H18ClF2N3O3S,489.92,33,21,0.13,7,6,2,124.21,100.3,3.04,4.97,7.27,3.14,5.78,4.84,-6.02,0.000471,9.6e-07,Poorly soluble,-6.81,7.5e-05,1.53e-07,Poorly soluble,-10.07,4.12e-08,8.41e-11,Insoluble,0,0,0,0,1,1,0,1,-5.76,0,2,0,1,0,0.55,0,0,2,3.38,most
136,CCCSC1NC(=NC2CC2c2ccc(c(c2)F)F)C2C([N-]1)N(NN2)C1CC(C(C1O)O)OCCO,C23H33F2N6O4S-,527.61,36,6,0.7,9,11,6,148.34,146.91,2.76,0.68,-0.55,1.37,0.25,0.9,-3.07,0.45,0.000853,Soluble,-3.34,0.24,0.000455,Soluble,-3.7,0.106,0.0002,Soluble,0,0,1,0,0,0,0,1,-9.04,2,3,1,1,2,0.17,0,1,2,6.45,most
137,CC[NH+](CCCC(N=c1cc[n-]c2c1ccc(c2)Cl)C)CC,C18H26ClN3,319.87,22,10,0.5,7,2,1,96.31,29.69,3.85,4.18,2.44,-0.83,5.42,3.01,-4.33,0.0149,4.67e-05,Moderately soluble,-4.51,0.00983,3.07e-05,Moderately soluble,-6.92,3.86e-05,1.21e-07,Poorly soluble,1,1,0,0,0,0,0,0,-5.28,0,0,0,0,0,0.55,0,0,1,3.28,most
138,CC[NH2+]C(Cc1cccc(c1)C(F)(F)F)C,C12H17F3N+,232.27,16,6,0.5,5,3,1,59.7,16.61,2.95,3.36,3.37,0.05,3.8,2.71,-3.34,0.105,0.000453,Soluble,-3.39,0.0953,0.000411,Soluble,-4.97,0.00246,1.06e-05,Moderately soluble,1,1,0,1,0,0,0,0,-5.33,0,0,0,0,1,0.55,0,0,1,2.1,most
139,CCN1C2CC(=NC)[N-]CC2CC(C1=O)c1cc(NC(=O)Nc2ccccc2)c(cc1Br)F,C24H26BrFN5O2-,515.4,33,12,0.38,6,5,2,138.08,73.8,3.05,2.73,4.64,3.85,3.65,3.58,-4.63,0.0121,2.35e-05,Moderately soluble,-3.93,0.06,0.000116,Soluble,-7.92,6.24e-06,1.21e-08,Poorly soluble,1,0,1,0,0,0,1,1,-7.51,1,2,0,0,0,0.55,0,1,1,4.62,most
140,CCCC1NC(C2N1NC([N-]C2=O)c1cc(ccc1OCC)S(=O)(=O)[NH+]1CC[NH+](CC1)CC)C,C23H39N6O4S+,495.66,34,6,0.7,8,8,4,153.7,105.0,4.17,1.66,-2.75,-4.89,-0.2,-0.4,-3.56,0.136,0.000274,Soluble,-3.48,0.165,0.000332,Soluble,-4.68,0.0104,2.09e-05,Moderately soluble,0,0,1,0,0,0,0,0,-8.14,0,4,0,0,0,0.55,0,0,2,5.72,most
141,CC[NH+]1CCCC1CNC(=O)c1cc(c(cc1OC)N)S(=O)(=O)CC,C17H28N3O4S+,370.49,25,6,0.59,8,4,3,102.74,111.31,2.77,1.1,0.58,-2.8,1.27,0.58,-2.48,1.23,0.00331,Soluble,-3.03,0.346,0.000933,Soluble,-4.24,0.0212,5.73e-05,Moderately soluble,1,0,1,0,0,0,0,0,-7.78,0,0,0,0,0,0.55,0,1,2,3.68,most
142,OCC[NH+]1CCN(CC1)c1[n-]c(C)nc(=Nc2ncc(s2)C(=O)Nc2c(C)cccc2Cl)c1,C22H26ClN7O2S,488.01,33,17,0.36,7,6,3,137.24,136.28,3.59,2.1,-0.0,-2.27,4.44,1.57,-4.11,0.0381,7.8e-05,Moderately soluble,-4.59,0.0125,2.56e-05,Moderately soluble,-6.88,6.46e-05,1.32e-07,Poorly soluble,1,0,1,0,0,1,0,1,-7.79,0,2,0,1,0,0.55,0,0,1,4.47,most
143,Fc1ccc(c(c1)F)n1cc(C(=O)[O-])c(=O)c2c1nc(N1CC3C(C1)C3[NH3+])c(c2)F,C20H15F3N4O3,416.35,30,16,0.25,3,7,1,103.53,105.9,2.12,0.31,0.72,-0.9,2.18,0.89,-2.81,0.64,0.00154,Soluble,-2.1,3.33,0.008,Soluble,-4.71,0.00806,1.94e-05,Moderately soluble,1,0,0,1,0,0,0,0,-8.62,0,0,0,0,0,0.55,0,0,1,3.81,most
144,O=C(Nc1c(C)cccc1C)C[NH+]1CC[NH+](CC1)CCCC(c1ccc(cc1)F)c1ccc(cc1)F,C30H37F2N3O++,493.63,36,18,0.37,10,3,3,151.47,37.98,4.98,5.96,2.8,-2.47,6.78,3.61,-6.37,0.000213,4.31e-07,Poorly soluble,-6.53,0.000145,2.93e-07,Poorly soluble,-10.04,4.45e-08,9.02e-11,Insoluble,1,1,1,0,1,0,0,0,-5.08,0,3,0,0,1,0.55,0,0,3,4.12,most
145,C=CC=CCC(C(C1C(=O)NC(CC)C(=O)[NH+](C)CC(=O)[NH+](C)C(CC(C)C)C(=O)NC(C(C)C)C(=O)[NH+](C)C(CC(C)C)C(=O)NC(C(=O)NC(C(=O)[NH+](C(C(=O)[NH+](C(C(=O)[NH+](C(C(=O)[NH+]1C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)O)C,C63H118N11O12+++++++,1221.68,86,0,0.76,16,19,12,386.54,287.2,6.23,3.33,-10.67,-24.1,3.93,-4.26,-8.46,4.27e-06,3.5e-09,Poorly soluble,-9.04,1.12e-06,9.16e-10,Poorly soluble,-8.38,5.08e-06,4.16e-09,Poorly soluble,0,0,1,0,0,0,0,0,-11.39,3,4,2,1,5,0.17,0,1,2,10.0,most
146,CCC(n1ncn(c1=O)c1ccc(cc1)N1CCN(CC1)c1ccc(cc1)OCC1COC(C1)(Cn1cncn1)c1ccc(cc1F)F)C(O)C,C37H42F2N8O4,700.78,51,28,0.41,12,9,1,194.12,115.7,5.22,4.59,4.54,3.98,3.54,4.37,-6.69,0.000143,2.04e-07,Poorly soluble,-6.74,0.000126,1.8e-07,Poorly soluble,-8.58,1.83e-06,2.62e-09,Poorly soluble,1,0,1,1,1,1,1,1,-7.32,2,3,1,0,1,0.17,2,0,3,6.02,most
147,Fc1ccc(cc1)C(=O)CCC[NH+]1CCC(CC1)(O)c1ccc(cc1)Cl,C21H24ClFNO2+,376.87,26,12,0.38,6,3,2,106.45,41.74,3.61,4.3,2.94,-0.09,5.24,3.2,-4.83,0.00556,1.48e-05,Moderately soluble,-4.89,0.00486,1.29e-05,Moderately soluble,-7.05,3.34e-05,8.87e-08,Poorly soluble,1,1,0,0,1,0,0,0,-5.55,0,0,0,0,0,0.55,0,0,2,3.14,most
148,ON=C(C=Cc1ccc(cc1)C[NH2+]CCc1c(C)[nH]c2c1cccc2)O,C21H24N3O2+,350.43,26,15,0.19,7,3,4,107.28,85.22,3.18,3.98,2.88,-0.97,4.62,2.74,-4.49,0.0115,3.27e-05,Moderately soluble,-5.47,0.00119,3.38e-06,Moderately soluble,-6.45,0.000125,3.56e-07,Poorly soluble,1,0,0,0,0,0,0,0,-5.61,0,0,0,0,0,0.55,1,4,2,2.91,most
149,N#Cc1cc(c2ccncc2)c([n-]c1=O)C,C12H8N3O-,210.21,16,12,0.08,1,4,0,58.94,66.64,1.46,0.62,1.25,0.41,3.04,1.35,-2.02,1.99,0.00949,Soluble,-1.59,5.35,0.0255,Very soluble,-4.56,0.00583,2.77e-05,Moderately soluble,1,1,0,1,0,0,0,0,-7.14,0,0,0,0,0,0.85,0,0,1,2.23,most
150,O=C(c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F)NCC1CCCC[NH2+]1,C17H21F6N2O3+,415.35,28,6,0.59,10,9,2,92.02,64.17,2.68,3.78,4.55,-1.4,4.15,2.75,-4.3,0.0211,5.07e-05,Moderately soluble,-4.82,0.00627,1.51e-05,Moderately soluble,-5.98,0.000431,1.04e-06,Moderately soluble,1,1,0,0,0,0,0,0,-6.15,0,0,0,0,0,0.55,0,0,3,3.05,most
151,CCNC(=O)C1CCC[NH+]1C(=O)C(NC(=O)C(NC(=O)C(Cc1ncn(c1)Cc1ccccc1)NC(=O)C(Cc1ccc(cc1)[O-])NC(=O)C(NC(=O)C(Cc1c[nH]c2c1cccc2)NC(=O)C(Cc1cnc[n-]1)NC(=O)C1CCC(=O)N1)CO)CC(C)C)CCCNC(=[NH2+])N,C66H86N18O12,1323.5,96,31,0.44,44,16,15,357.78,449.73,4.01,1.11,-4.72,-7.61,4.04,-0.63,-6.08,0.0011,8.32e-07,Poorly soluble,-10.15,9.43e-08,7.12e-11,Insoluble,-14.26,7.26e-12,5.48e-15,Insoluble,0,0,1,0,0,0,0,0,-13.59,3,4,2,1,6,0.17,0,2,2,10.0,most
152,CCCCCCCCc1ccc(cc1)CCC(CO)(CO)[NH3+],C19H34NO2+,308.48,22,6,0.68,12,2,3,95.58,68.1,3.76,4.16,2.49,-0.67,4.62,2.87,-3.78,0.0508,0.000165,Soluble,-5.3,0.00155,5.03e-06,Moderately soluble,-5.76,0.000534,1.73e-06,Moderately soluble,1,1,0,0,0,0,1,0,-5.23,0,0,1,0,0,0.55,0,0,2,2.31,most
153,CC(Cc1ccccc1)[NH3+],C9H14N+,136.21,10,6,0.33,2,0,1,44.99,27.64,2.08,1.76,0.86,-1.5,1.94,1.03,-2.11,1.07,0.00785,Soluble,-1.96,1.5,0.011,Very soluble,-2.85,0.194,0.00143,Soluble,1,1,0,1,0,0,0,0,-5.88,0,1,0,0,2,0.55,0,0,1,1.22,most
154,NC(=O)OC(c1ccccc1Cl)Cn1nncn1,C10H10ClN5O2,267.67,18,11,0.2,5,5,1,62.57,95.92,1.74,1.53,0.84,0.51,0.15,0.95,-2.59,0.695,0.0026,Soluble,-3.15,0.188,0.000703,Soluble,-2.58,0.699,0.00261,Soluble,1,0,0,0,1,0,0,0,-6.85,0,0,0,0,0,0.55,0,0,0,3.05,most
155,CCC[NH+](CCc1cccc2c1cc([n-]2)[O-])CCC,C16H23N2O-,259.37,19,9,0.5,7,2,1,80.17,40.39,2.7,4.11,2.19,-1.01,3.79,2.35,-3.93,0.0308,0.000119,Soluble,-4.66,0.00562,2.17e-05,Moderately soluble,-5.25,0.00146,5.61e-06,Moderately soluble,1,1,0,0,0,0,0,0,-4.96,0,0,0,0,0,0.85,0,0,1,2.09,most
156,CC(C(Cc1ccc(cc1)Cl)(O)C)C[NH+](C)C,C14H23ClNO+,256.79,17,6,0.57,5,1,2,75.42,24.67,3.24,3.21,1.41,-0.49,3.15,2.11,-3.39,0.106,0.000412,Soluble,-3.4,0.102,0.000398,Soluble,-4.23,0.015,5.83e-05,Moderately soluble,1,1,0,0,0,0,0,0,-5.59,0,0,0,0,0,0.55,0,0,0,2.55,most
157,OC(c1ccc(c(c1)C(=O)N)[O-])C[NH2+]C(CCc1ccccc1)C,C19H24N2O3,328.41,24,12,0.32,8,3,3,93.38,102.99,2.7,3.09,1.22,-1.75,2.72,1.6,-3.66,0.0711,0.000216,Soluble,-4.92,0.00394,1.2e-05,Moderately soluble,-5.08,0.00274,8.34e-06,Moderately soluble,1,0,1,0,0,0,0,0,-6.11,0,0,0,0,0,0.55,0,0,1,3.0,most
158,CC(Cc1ccccc1)[NH2+]CCC(c1ccccc1)c1ccccc1,C24H28N+,330.49,25,18,0.25,8,0,1,108.48,16.61,4.04,5.95,4.4,1.74,6.12,4.45,-5.64,0.000753,2.28e-06,Moderately soluble,-6.07,0.000279,8.43e-07,Poorly soluble,-9.15,2.32e-07,7.01e-10,Poorly soluble,1,1,1,1,1,0,1,0,-4.09,0,0,0,0,2,0.55,0,0,2,2.72,most
159,O=C(c1ccccc1)OCC[NH2+]C(Cc1cccc(c1)C(F)(F)F)C,C19H21F3NO2+,352.37,25,12,0.32,9,5,1,90.5,42.91,3.8,4.62,4.21,0.68,4.93,3.65,-4.7,0.00709,2.01e-05,Moderately soluble,-5.25,0.002,5.67e-06,Moderately soluble,-7.15,2.49e-05,7.06e-08,Poorly soluble,1,1,0,1,0,0,0,0,-5.17,0,0,0,0,0,0.55,0,0,3,2.93,most
160,CC([NH2+]C(C)(C)C)CC(c1ccccc1)c1ccccc1,C20H28N+,282.44,21,12,0.4,6,0,1,93.64,16.61,3.59,4.98,3.96,1.1,5.04,3.73,-4.76,0.00496,1.76e-05,Moderately soluble,-5.07,0.00242,8.56e-06,Moderately soluble,-7.06,2.45e-05,8.67e-08,Poorly soluble,1,1,1,1,0,0,1,0,-4.49,0,0,0,0,1,0.55,0,0,1,2.44,most
161,CC(Oc1cc(C2CC[NH2+]CC2)c(cc1N=c1[n-]cc(c(=Nc2ccccc2S(=O)(=O)C(C)C)[n-]1)Cl)C)C,C28H35ClN5O3S-,557.13,38,18,0.43,7,7,1,154.96,118.86,4.41,4.82,4.14,0.36,7.09,4.16,-6.22,0.000336,6.04e-07,Poorly soluble,-7.05,4.98e-05,8.93e-08,Poorly soluble,-10.07,4.79e-08,8.59e-11,Insoluble,1,0,1,0,0,1,0,0,-6.28,1,3,0,0,0,0.56,0,0,2,4.46,most
162,OC(C[NH2+]C(C)C)COc1ccc(cc1)CC(=O)N,C14H23N2O3+,267.34,19,6,0.5,8,3,3,74.87,89.16,2.15,0.16,-0.57,-2.99,1.52,0.05,-1.3,13.3,0.0497,Very soluble,-1.59,6.88,0.0257,Very soluble,-3.29,0.136,0.000511,Soluble,1,0,0,0,0,0,0,0,-7.82,0,1,0,0,0,0.55,0,0,1,2.54,most
163,C#CC1(O)CCC2C1(CC)CC(=C)C1C2CC=C2C1CCC(=O)C2,C22H28O2,324.46,24,0,0.68,1,2,1,97.77,37.3,3.3,2.85,4.13,4.08,4.54,3.78,-3.58,0.0851,0.000262,Soluble,-3.29,0.166,0.000511,Soluble,-3.95,0.0362,0.000111,Soluble,1,1,0,0,1,1,0,0,-6.26,0,0,0,0,0,0.55,0,2,0,5.4,most
164,CCC(=O)C(c1ccccc1)(c1ccccc1)CC([NH+](C)C)C,C21H28NO+,310.45,23,12,0.38,7,1,1,98.59,21.51,3.39,3.93,2.87,0.32,4.71,3.04,-4.16,0.0212,6.84e-05,Moderately soluble,-4.08,0.0258,8.3e-05,Moderately soluble,-6.64,7.13e-05,2.3e-07,Poorly soluble,1,1,1,1,0,0,1,0,-5.4,0,0,0,0,0,0.55,0,0,1,2.82,most
165,Clc1ccc2c(c1)C(=NCc1n2c(C)nc1)c1ccccc1F,C18H13ClFN3,325.77,23,17,0.11,1,3,0,92.81,30.18,2.82,2.48,4.21,3.41,5.12,3.61,-3.9,0.0407,0.000125,Soluble,-2.76,0.568,0.00174,Soluble,-7.29,1.69e-05,5.18e-08,Poorly soluble,1,1,1,1,1,0,0,1,-6.53,0,0,0,0,0,0.55,0,0,0,3.37,most
166,COc1cc2c(cc1OC)CC[NH+]1C2CC(OC(=O)C(C(C)C)[NH3+])C(C1)CC(C)C,C24H40N2O4++,420.59,30,6,0.71,8,4,2,125.45,76.84,4.27,4.26,0.73,-4.89,3.48,1.57,-4.75,0.00745,1.77e-05,Moderately soluble,-5.59,0.00109,2.6e-06,Moderately soluble,-4.57,0.0113,2.68e-05,Moderately soluble,1,0,0,0,0,0,0,0,-5.84,0,0,0,0,0,0.55,0,0,3,4.86,most
167,Cc1c[n-]c(=Nc2ccc(cc2)OCC[NH+]2CCCC2)[n-]c1=Nc1cccc(c1)S(=O)(=O)NC(C)(C)C,C27H35N6O3S-,523.67,37,18,0.41,9,8,2,147.92,118.72,4.38,3.52,2.21,-1.08,5.16,2.84,-5.07,0.00445,8.5e-06,Moderately soluble,-5.7,0.00105,2.01e-06,Moderately soluble,-9.15,3.68e-07,7.03e-10,Poorly soluble,1,0,1,0,0,1,0,0,-7.0,1,3,0,0,0,0.56,0,0,3,4.39,most
168,Cc1ccc(cc1)N(c1cccc(c1)[O-])CC1=[NH+]CCN1,C17H19N3O,281.35,21,12,0.24,4,1,2,92.98,52.3,2.4,2.64,0.6,2.57,3.14,2.27,-3.41,0.11,0.000392,Soluble,-3.39,0.115,0.000408,Soluble,-5.38,0.00117,4.17e-06,Moderately soluble,1,1,1,1,1,0,1,0,-6.14,0,0,0,0,0,0.55,0,0,0,3.2,most
169,Cc1ccc(cc1)c1cc(nn1c1ccc(cc1)S(=O)(=O)N)C(F)(F)F,C17H14F3N3O2S,381.37,26,17,0.12,4,7,1,89.96,86.36,2.56,3.4,5.75,2.65,2.63,3.4,-4.57,0.0104,2.71e-05,Moderately soluble,-4.89,0.00488,1.28e-05,Moderately soluble,-6.22,0.000229,6.01e-07,Poorly soluble,1,0,0,1,0,1,0,0,-6.21,0,1,0,0,0,0.55,0,0,1,2.74,most
170,Fc1cc2c(cc1N1CC[NH2+]CC1)n(cc(c2=O)C(=O)[O-])C1CC1,C17H18FN3O3,331.34,24,10,0.41,3,4,1,94.27,81.98,1.99,-1.08,-1.18,-2.4,1.9,-0.16,-1.32,15.7,0.0474,Very soluble,-0.15,233.0,0.705,Very soluble,-3.5,0.104,0.000313,Soluble,1,0,1,0,0,0,0,0,-9.09,0,1,0,0,0,0.55,0,0,0,2.51,most
171,CNC(=O)c1nccc(c1)Oc1ccc(c(c1)F)NC(=O)Nc1ccc(c(c1)C(F)(F)F)Cl,C21H15ClF4N4O3,482.82,33,18,0.1,9,8,3,112.44,92.35,3.51,4.17,6.88,3.28,4.21,4.41,-5.27,0.00259,5.37e-06,Moderately soluble,-5.82,0.000735,1.52e-06,Moderately soluble,-8.86,6.63e-07,1.37e-09,Poorly soluble,0,0,0,1,1,1,1,1,-6.28,0,2,0,1,0,0.55,0,0,3,3.04,most
